R0, 0      , #  Goku_[IndexFingers]_ppi+_Vegeta_[IndexFingers]
R1, 0      , #  Goku_[IndexFingers]_ppi-_Vegeta_[IndexFingers]
R2, 0      , #  Goku_[LeftEar]_ppi+_Potara_[Goku]
R3, 0      , #  Goku_[LeftEar]_ppi-_Potara_[Goku]
R4, 0      , #  Goku_[RightEar]_ppi+_Potara_[Goku]
R5, 0      , #  Goku_[RightEar]_ppi-_Potara_[Goku]
R6, 0      , #  Goku_[Vegeta]_ppi+_Vegeta_[Goku]
R7, 0      , #  Goku_[Vegeta]_ppi-_Vegeta_[Goku]
R8, 0      , #  KI_p+_Goku_[(ki)]
R9, 0      , #  KI_p+_Vegeta_[(ki)]
R10, 0      , #  Vegeta_[LeftEar]_ppi+_Potara_[Vegeta]
R11, 0      , #  Vegeta_[LeftEar]_ppi-_Potara_[Vegeta]
R12, 0      , #  Vegeta_[RightEar]_ppi+_Potara_[Vegeta]
R13, 0      , #  Vegeta_[RightEar]_ppi-_Potara_[Vegeta]
S0, 1      , #  Goku_[(ki)]-{0}
S1, 0      , #  Goku_[(ki)]-{p}
S2, 1      , #  Goku_[IndexFingers]--0
S3, 0      , #  Goku_[IndexFingers]--Vegeta_[IndexFingers]
S4, 1      , #  Goku_[LeftEar]--0
S5, 0      , #  Goku_[LeftEar]--Potara_[Goku]
S6, 1      , #  Goku_[RightEar]--0
S7, 0      , #  Goku_[RightEar]--Potara_[Goku]
S8, 1      , #  Goku_[Vegeta]--0
S9, 0      , #  Goku_[Vegeta]--Vegeta_[Goku]
S10, 1      , #  KI
S11, 1      , #  Potara_[Goku]--0
S12, 1      , #  Potara_[Vegeta]--0
S13, 0      , #  Potara_[Vegeta]--Vegeta_[LeftEar]
S14, 0      , #  Potara_[Vegeta]--Vegeta_[RightEar]
S15, 1      , #  Vegeta_[(ki)]-{0}
S16, 0      , #  Vegeta_[(ki)]-{p}
S17, 1      , #  Vegeta_[Goku]--0
S18, 1      , #  Vegeta_[IndexFingers]--0
S19, 1      , #  Vegeta_[LeftEar]--0
S20, 1      , #  Vegeta_[RightEar]--0
